protein1_id	protein2_id	gene1	gene2	complex_ids	complex_names	n_complexes_shared	evidence_in_ppi_graph	sources	methods	publications	supporting_structures	n_ddi	n_dmi	ddi	dmi
Q13547	Q92793	HDAC1	CREBBP	7955	CREBBP-EP300-HDAC1-SP1-SP3 complex	1	False								
Q13547	Q92922	HDAC1	SMARCC1	714;739	BRM-SIN3A complex;SIN3-ING1b complex II	2	False								
Q13547	Q92925	HDAC1	SMARCD2	714	BRM-SIN3A complex	1	False								
Q13547	Q92993	HDAC1	KAT5	8162;9085	DNMT1-associated protein complex;AR-HDAC1-KAT5 complex	2	False								
Q13547	Q93009	HDAC1	USP7	8162	DNMT1-associated protein complex	1	False								
Q13547	Q969G3	HDAC1	SMARCE1	714;5184	BRM-SIN3A complex;SWI/SNF-related chromatin-remodeling complex	2	True	Human Protein Atlas (HPA)				0	0		
Q13547	Q969R5	HDAC1	L3MBTL2	8389;8390	PRC1.6a complex;PRC1.6b complex	2	False								
Q13547	Q96BD5	HDAC1	PHF21A	620;632;633;636;871;1492	CoREST-HDAC complex;Anti-HDAC2 complex;anti-BHC110 complex;BHC complex;BRAF35-BRCA2 complex;BHC110 complex	6	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	15325272		0	0		
Q13547	Q96GM5	HDAC1	SMARCD1	714;739	BRM-SIN3A complex;SIN3-ING1b complex II	2	False								
Q13547	Q96JN0	HDAC1	LCOR	642	CtBP complex	1	True	BioGRID	Reconstituted Complex	12535528		0	0		
Q13547	Q96KQ7	HDAC1	EHMT2	642;643;10474	CtBP complex;CtBP core complex;DNMT1-EHMT2-HDAC1-UHRF1 complex	3	True	Human Protein Atlas (HPA)				0	0		
Q13547	Q96ST3	HDAC1	SIN3A	283;591;592;632;691;695;696;714;720;738;739;747;749;888;1505;2851;3044;3048;3053;3167;3263;3961;5184;6443	SIN3 complex;SAP complex (Sin3-associated protein complex);mSin3A corepressor complex;Anti-HDAC2 complex;SIN3-SAP25 complex;SIN3-HDAC-SAP30-ARID4 complex;BRMS1-mSin3A corepressor complex;BRM-SIN3A complex;PU.1-SIN3A-HDAC complex;SIN3-ING1b complex I;SIN3-ING1b complex II;NCOR-SIN3-HDAC1 complex;MeCP2-SIN3A-HDAC complex;MTA2 complex;NCOR2 complex;ING2 complex;SKI-NCOR1-SIN3A-HDAC1 complex;mSin3A corepressor complex;mSin3A-HDAC1-HDAC2 complex;NCOR-SIN3-HDAC-HESX1 complex;HERP1/HEY2-NCOR-SIN3A complex;SMAD3-cSKI-SIN3A-HDAC1 complex;SWI/SNF-related chromatin-remodeling complex;SMAR1-HDAC1-SIN3A-SIN3B repressor complex	24	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	16331260		2	0	PF00850(Histone deacetylase domain)--PF08295(Histone deacetylase interacting domain)[pdb=34] | PF00850(Histone deacetylase domain)--PF16879(Sin3, C-terminal)[pdb=4]	
Q13547	Q96T88	HDAC1	UHRF1	8162;10474	DNMT1-associated protein complex;DNMT1-EHMT2-HDAC1-UHRF1 complex	2	False								
Q13547	Q99496	HDAC1	RNF2	8389;8390	PRC1.6a complex;PRC1.6b complex	2	False								
Q13547	Q9BTC8	HDAC1	MTA3	585;7946	Mi2/NuRD-BCL6-MTA3 complex;SIX3-LSD1-NuRD(MTA3) complex	2	False								
Q13547	Q9BYE7	HDAC1	PCGF6	8389;8390	PRC1.6a complex;PRC1.6b complex	2	True	Human Protein Atlas (HPA)				0	0		
Q13547	Q9BZS1	HDAC1	FOXP3	8591	CTBP2-FOXP3-HDAC1 complex	1	False								
Q13547	Q9H0D2	HDAC1		6421	DNTTIP1-ZNF541-HDAC1-HDAC2 complex	1	False								
Q13547	Q9H0E3	HDAC1	SAP130	591;592;691;2851	SAP complex (Sin3-associated protein complex);mSin3A corepressor complex;SIN3-SAP25 complex;ING2 complex	4	True	Human Protein Atlas (HPA)				0	0		
Q13547	Q9H147	HDAC1	DNTTIP1	6421	DNTTIP1-ZNF541-HDAC1-HDAC2 complex	1	True	Human Protein Atlas (HPA)				0	0		
Q13547	Q9H160	HDAC1	ING2	2851	ING2 complex	1	True	Human Protein Atlas (HPA)				1	0	PF00850(Histone deacetylase domain)--PF12998(Inhibitor of growth protein, N-terminal histone-binding)[pdb=3]	
Q13547	Q9H7L9	HDAC1	SUDS3	592;691;2851	mSin3A corepressor complex;SIN3-SAP25 complex;ING2 complex	3	True	Human Protein Atlas (HPA)				1	0	PF00850(Histone deacetylase domain)--PF08598(Sds3-like)[pdb=3]	
Q13547	Q9H9B1	HDAC1	EHMT1	642;643	CtBP complex;CtBP core complex	2	False								
Q13547	Q9HCU9	HDAC1	BRMS1	696;2851	BRMS1-mSin3A corepressor complex;ING2 complex	2	True	Human Protein Atlas (HPA)				1	0	PF00850(Histone deacetylase domain)--PF08598(Sds3-like)[pdb=3]	
Q13547	Q9P0W2	HDAC1	HMG20B	620;632;633;636;871;1492	CoREST-HDAC complex;Anti-HDAC2 complex;anti-BHC110 complex;BHC complex;BRAF35-BRCA2 complex;BHC110 complex	6	True	Human Protein Atlas (HPA)				0	0		
Q13547	Q9P2K3	HDAC1	RCOR3	642	CtBP complex	1	True	Human Protein Atlas (HPA)				2	0	PF00850(Histone deacetylase domain)--PF00249(SANT/Myb domain)[pdb=3] | PF00850(Histone deacetylase domain)--PF01448(ELM2 domain)[pdb=17]	
Q13547	Q9UBB5	HDAC1	MBD2	62;646;649;685;7946	MeCP1 complex;HDAC1-associated protein complex;HDAC1-associated core complex cII;MeCP1 complex;SIX3-LSD1-NuRD(MTA3) complex	5	True	BioGRID;Human Protein Atlas (HPA);PDB	EM;Reconstituted Complex	10444591	7AO8;7AO9;7AOA	1	0	PF00850(Histone deacetylase domain)--PF01429(Methyl-CpG DNA binding)[pdb=3]	
Q13547	Q9UBC3	HDAC1	DNMT3B	5693	BAZ2A-DNMT1-DNMT3B-HDAC1-SMARCA5 complex	1	True	BioGRID	Reconstituted Complex	15120635;16331260		0	0		
Q13547	Q9UBP5	HDAC1	HEY2	3263	HERP1/HEY2-NCOR-SIN3A complex	1	True	BioGRID	Reconstituted Complex	11486045		0	0		
Q13547	Q9UBW7	HDAC1	ZMYM2	632;633;1492	Anti-HDAC2 complex;anti-BHC110 complex;BHC110 complex	3	True	Human Protein Atlas (HPA)				0	0		
Q13547	Q9UBX0	HDAC1	HESX1	3167	NCOR-SIN3-HDAC-HESX1 complex	1	False								
Q13547	Q9UIF9	HDAC1	BAZ2A	5693	BAZ2A-DNMT1-DNMT3B-HDAC1-SMARCA5 complex	1	True	BioGRID	Reconstituted Complex	16085498		1	0	PF00850(Histone deacetylase domain)--PF01429(Methyl-CpG DNA binding)[pdb=3]	
Q13547	Q9UK53	HDAC1	ING1	738;739;1159	SIN3-ING1b complex I;SIN3-ING1b complex II;p33ING1b-HDAC1 complex	3	True	CORUM	anti bait coimmunoprecipitation	12015309		1	0	PF00850(Histone deacetylase domain)--PF12998(Inhibitor of growth protein, N-terminal histone-binding)[pdb=3]	
Q13547	Q9UKL0	HDAC1	RCOR1	620;632;633;636;642;643;646;648;649;871;1492	CoREST-HDAC complex;Anti-HDAC2 complex;anti-BHC110 complex;BHC complex;CtBP complex;CtBP core complex;HDAC1-associated protein complex;HDAC1-associated core complex cI;HDAC1-associated core complex cII;BRAF35-BRCA2 complex;BHC110 complex	11	True	BioGRID;Human Protein Atlas (HPA);PDB	EM;Reconstituted Complex	18806873	8VOJ;8VPQ;8VRT	2	0	PF00850(Histone deacetylase domain)--PF00249(SANT/Myb domain)[pdb=3] | PF00850(Histone deacetylase domain)--PF01448(ELM2 domain)[pdb=17]	
Q13547	Q9UKV0	HDAC1	HDAC9	9578	HDAC1-HDAC9 complex	1	True	BioGRID;CORUM	Reconstituted Complex;coimmunoprecipitation;flag tag;gst pull down;western blot	10487760;12590135		1	0	PF00850(Histone deacetylase domain)--PF00850(Histone deacetylase domain)[pdb=331]	
Q13547	Q9Y232	HDAC1	CDYL	642	CtBP complex	1	True	BioGRID	Reconstituted Complex	12947414		0	0		
Q13547	Q9Y618	HDAC1	NCOR2	747;1505;3156;3167;3263	NCOR-SIN3-HDAC1 complex;NCOR2 complex;CBF1-HDAC1-SMRT complex;NCOR-SIN3-HDAC-HESX1 complex;HERP1/HEY2-NCOR-SIN3A complex	5	True	Human Protein Atlas (HPA)				1	0	PF00850(Histone deacetylase domain)--PF00249(SANT/Myb domain)[pdb=3]	
Q13547	Q9Y6F1	HDAC1	PARP3	9238	PARP3-EZH2-HDAC1-SUZ12-YY1 complex	1	False								
Q13618	Q14145	CUL3	KEAP1	7368	Ubiquitin E3 ligase (CUL3, KEAP1, RBX1)	1	True	BioGRID;Human Protein Atlas (HPA);PDB	Co-crystal Structure;Reconstituted Complex;X-ray	15601839;18251510;20599909;23727018;24896564;30383469;37156295	5NLB	1	0	PF00888(Cullin, N-terminal)--PF00651(BTB/POZ domain)[pdb=44]	
Q13618	Q9UER7	CUL3	DAXX	1243	Ubiquitin E3 ligase (SPOP, DAXX, CUL3)	1	False								
Q13619	Q13620	CUL4A	CUL4B	1162	Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	1	False								
Q13619	Q15291	CUL4A	RBBP5	6491	CUL4A-DDB1-RBBP5 complex	1	False								
Q13619	Q16531	CUL4A	DDB1	391;1162;6488;6489;6491;6550	Ubiquitin E3 ligase (DDB1, CUL4A, RBX1);Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1);CUL4A-DDB1-EED complex;CUL4A-DDB1-WDR5 complex;CUL4A-DDB1-RBBP5 complex;CUL4B-DDB1-TLE1 complex	6	True	BioGRID;Human Protein Atlas (HPA);PDB	Co-crystal Structure;EM;X-ray;Reconstituted Complex	17392787;20870715;22118460;26976604;27203182;32140073	2HYE;4A0K;7OKQ;7OPD;8B3G;8B3I	2	0	PF00888(Cullin, N-terminal)--PF03178(RSE1/DDB1/CPSF1, C-terminal)[pdb=2] | PF00888(Cullin, N-terminal)--PF10433(RSE1/DDB1/CPSF1, first beta-propeller)[pdb=7]	
Q13619	Q92466	CUL4A	DDB2	1162	Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	1	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	16751180		0	0		
Q13620	Q16531	CUL4B	DDB1	1162;6487	Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1);CUL4B-DDB1-TLE2 complex	2	True	BioGRID;Human Protein Atlas (HPA);PDB	Reconstituted Complex;X-ray	17392787;29499938	4A0L	2	0	PF00888(Cullin, N-terminal)--PF03178(RSE1/DDB1/CPSF1, C-terminal)[pdb=2] | PF00888(Cullin, N-terminal)--PF10433(RSE1/DDB1/CPSF1, first beta-propeller)[pdb=7]	
Q13620	Q92466	CUL4B	DDB2	1162	Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	1	False								
Q14145	Q16236	KEAP1	NFE2L2	8338	KEAP1-NRF2 complex	1	True	BioGRID;CORUM;Human Protein Atlas (HPA);PDB	Co-crystal Structure;Reconstituted Complex;X-ray;fluorescence technology	14517290;15475350;15601839;16006525;16888629;20599909;21383067;22302998;22331464;23722832;23727018;25582950;28638054;29033244;30383469;30465941;30692632;31169361;31262713;32786061;36965071;9887101	2FLU;3ZGC;4IFL;5WFV;6T7V;7K28;7K29;7K2A;7K2B;7K2C;7K2D;7K2E;7K2K;8EJR;8EJS	0	1		Q16236:DEG_Kelch_Keap1_1--PF01344(Kelch repeat type 1)
Q14186	Q8IWI9	TFDP1	MGA	8389;8390	PRC1.6a complex;PRC1.6b complex	2	False								
Q14186	Q8IY57	TFDP1	YAF2	8390	PRC1.6b complex	1	True	Human Protein Atlas (HPA)				0	0		
Q14186	Q8N488	TFDP1	RYBP	8389	PRC1.6a complex	1	True	Human Protein Atlas (HPA)				0	0		
Q14186	Q92769	TFDP1	HDAC2	8389;8390	PRC1.6a complex;PRC1.6b complex	2	False								
Q14186	Q969R5	TFDP1	L3MBTL2	8389;8390	PRC1.6a complex;PRC1.6b complex	2	True	Human Protein Atlas (HPA)				0	0		
Q14186	Q99496	TFDP1	RNF2	8389;8390	PRC1.6a complex;PRC1.6b complex	2	False								
Q14186	Q9BYE7	TFDP1	PCGF6	8389;8390	PRC1.6a complex;PRC1.6b complex	2	True	Human Protein Atlas (HPA)				0	0		
Q14202	Q14687	ZMYM3	GSE1	632;633	Anti-HDAC2 complex;anti-BHC110 complex	2	False								
Q14202	Q14839	ZMYM3	CHD4	632	Anti-HDAC2 complex	1	False								
Q14202	Q16576	ZMYM3	RBBP7	632	Anti-HDAC2 complex	1	False								
Q14202	Q92769	ZMYM3	HDAC2	632;633;634	Anti-HDAC2 complex;anti-BHC110 complex;XFIM complex	3	True	Human Protein Atlas (HPA)				0	0		
Q14202	Q96BD5	ZMYM3	PHF21A	632;633	Anti-HDAC2 complex;anti-BHC110 complex	2	False								
Q14202	Q96ST3	ZMYM3	SIN3A	632	Anti-HDAC2 complex	1	False								
Q14202	Q9P0W2	ZMYM3	HMG20B	632;633	Anti-HDAC2 complex;anti-BHC110 complex	2	False								
Q14202	Q9UBW7	ZMYM3	ZMYM2	632;633	Anti-HDAC2 complex;anti-BHC110 complex	2	False								
Q14202	Q9UKL0	ZMYM3	RCOR1	632;633	Anti-HDAC2 complex;anti-BHC110 complex	2	False								
Q14526	Q15022	HIC1	SUZ12	7304	HIC1-PCL3L-PCR2 complex	1	False								
Q14526	Q15910	HIC1	EZH2	7304	HIC1-PCL3L-PCR2 complex	1	False								
Q14526	Q5T6S3	HIC1	PHF19	7304	HIC1-PCL3L-PCR2 complex	1	False								
Q14653	Q92793	IRF3	CREBBP	299	CBP-IRF3 complex	1	True	BioGRID;CORUM;Human Protein Atlas (HPA);PDB	Co-crystal Structure;Reconstituted Complex;X-ray;coimmunoprecipitation;x-ray crystallography	12473110;16154084	1ZOQ;5JEM;7JFL	1	0	PF10401(Interferon regulatory factor-3)--PF09030(Nuclear receptor coactivator, CREB-bp-like, interlocking)[pdb=16]	
Q14686	Q15291	NCOA6	RBBP5	5195;6461;6467	PTIP-HMT complex;MLL3 complex;MLL4 complex	3	False								
Q14686	Q6ZW49	NCOA6	PAXIP1	5195;6461;6467	PTIP-HMT complex;MLL3 complex;MLL4 complex	3	False								
Q14686	Q8NEZ4	NCOA6	KMT2C	5195;6461	PTIP-HMT complex;MLL3 complex	2	True	Human Protein Atlas (HPA)				0	0		
Q14686	Q9BTK6	NCOA6	PAGR1	5195;6461;6467	PTIP-HMT complex;MLL3 complex;MLL4 complex	3	False								
Q14686	Q9C005	NCOA6	DPY30	5195;6461;6467	PTIP-HMT complex;MLL3 complex;MLL4 complex	3	False								
Q14686	Q9UBL3	NCOA6	ASH2L	5195;6461;6467	PTIP-HMT complex;MLL3 complex;MLL4 complex	3	True	Human Protein Atlas (HPA)				0	0		
Q14686	Q9UMN6	NCOA6	KMT2B	5195	PTIP-HMT complex	1	True	Human Protein Atlas (HPA)				0	0		
Q14687	Q14839	GSE1	CHD4	632	Anti-HDAC2 complex	1	False								
Q14687	Q16576	GSE1	RBBP7	632	Anti-HDAC2 complex	1	False								
Q14687	Q92618	GSE1	ZNF516	1492	BHC110 complex	1	False								
Q14687	Q92769	GSE1	HDAC2	632;633;1492	Anti-HDAC2 complex;anti-BHC110 complex;BHC110 complex	3	True	Human Protein Atlas (HPA)				0	0		
Q14687	Q96BD5	GSE1	PHF21A	632;633;1492	Anti-HDAC2 complex;anti-BHC110 complex;BHC110 complex	3	False								
Q14687	Q96ST3	GSE1	SIN3A	632	Anti-HDAC2 complex	1	False								
Q14687	Q9P0W2	GSE1	HMG20B	632;633;1492	Anti-HDAC2 complex;anti-BHC110 complex;BHC110 complex	3	False								
Q14687	Q9UBW7	GSE1	ZMYM2	632;633;1492	Anti-HDAC2 complex;anti-BHC110 complex;BHC110 complex	3	False								
Q14687	Q9UKL0	GSE1	RCOR1	632;633;1492	Anti-HDAC2 complex;anti-BHC110 complex;BHC110 complex	3	False								
Q14781	Q8IXK0	CBX2	PHC2	115;116;8386	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1);PRC1.4c complex	3	True	BioGRID	Reconstituted Complex	31093962		0	0		
Q14781	Q8NDX5	CBX2		115;116;8386	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1);PRC1.4c complex	3	False								
Q14781	Q96GD3	CBX2	SCMH1	115;116;8386	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1);PRC1.4c complex	3	False								
Q14781	Q99496	CBX2	RNF2	115;116;8386	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1);PRC1.4c complex	3	True	BioGRID	Reconstituted Complex	31093962		1	0	PF17218(CBX family C-terminal motif)--PF16207(RAWUL domain)[pdb=4]	
Q14781	Q9HC52	CBX2	CBX8	115;116;8386	Polycomb repressive complex 1 (PRC1, hPRC-H);Polycomb repressive complex 1 (PRC1, hPRC-H, YY1);PRC1.4c complex	3	False								
Q14814	Q9UQL6	MEF2D	HDAC5	9646	HDAC5-MEF2D complex	1	True	CORUM	coimmunoprecipitation;flag tag;western blot	10737771		0	0		
Q14839	Q15672	CHD4	TWIST1	7225	CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex	1	True	BioGRID	Reconstituted Complex	20714342		0	0		
Q14839	Q16576	CHD4	RBBP7	61;62;587;632;685;888;7225	Mi2/NuRD complex;MeCP1 complex;NuRD.1 complex;Anti-HDAC2 complex;MeCP1 complex;MTA2 complex;CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex	7	True	BioGRID	Reconstituted Complex	9790534		0	0		
Q14839	Q8WXI9	CHD4	GATAD2B	685	MeCP1 complex	1	False								
Q14839	Q92769	CHD4	HDAC2	61;62;587;614;632;685;888;1134;7225	Mi2/NuRD complex;MeCP1 complex;NuRD.1 complex;NRD complex (Nucleosome remodeling and deacetylation complex);Anti-HDAC2 complex;MeCP1 complex;MTA2 complex;ATR-HDAC2-CHD4 complex;CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex	9	True	Human Protein Atlas (HPA)				0	0		
Q14839	Q96BD5	CHD4	PHF21A	632	Anti-HDAC2 complex	1	False								
Q14839	Q96ST3	CHD4	SIN3A	632;888	Anti-HDAC2 complex;MTA2 complex	2	False								
Q14839	Q9BTC8	CHD4	MTA3	585	Mi2/NuRD-BCL6-MTA3 complex	1	False								
Q14839	Q9P0W2	CHD4	HMG20B	632	Anti-HDAC2 complex	1	False								
Q14839	Q9UBB5	CHD4	MBD2	62;685	MeCP1 complex;MeCP1 complex	2	False								
Q14839	Q9UBW7	CHD4	ZMYM2	632	Anti-HDAC2 complex	1	False								
Q14839	Q9UKL0	CHD4	RCOR1	632	Anti-HDAC2 complex	1	False								
Q14CW9	Q86TJ2	ATXN7L3	TADA2B	6641	USP22-SAGA complex	1	False								
Q14CW9	Q92830	ATXN7L3	KAT2A	6641	USP22-SAGA complex	1	False								
Q14CW9	Q9HBM6	ATXN7L3	TAF9B	6641	USP22-SAGA complex	1	False								
Q14CW9	Q9UPT9	ATXN7L3	USP22	6641	USP22-SAGA complex	1	True	Human Protein Atlas (HPA)				1	0	PF08209(SAGA-associated factor 11-like, C-terminal domain)--PF00443(Peptidase C19, ubiquitin carboxyl-terminal hydrolase)[pdb=12]	
Q14CW9	Q9Y4A5	ATXN7L3	TRRAP	6641	USP22-SAGA complex	1	True	Human Protein Atlas (HPA)				0	0		
Q15007	Q5T200	WTAP	ZC3H13	7809	m(6)A methyltransferase complex	1	True	PDB	EM		7VF2	0	0		
Q15007	Q69YN4	WTAP	VIRMA	7809	m(6)A methyltransferase complex	1	True	PDB	EM		7VF2;7VF5;7YG4	0	0		
Q15007	Q75N03	WTAP		7809	m(6)A methyltransferase complex	1	False								
Q15007	Q86U44	WTAP	METTL3	7808;7809	METTL3-METTL14-WTAP complex;m(6)A methyltransferase complex	2	False								
Q15007	Q9HCE5	WTAP	METTL14	7808;7809	METTL3-METTL14-WTAP complex;m(6)A methyltransferase complex	2	False								
Q15014	Q15906	MORF4L2	VPS72	529	NuA4/Tip60-HAT complex	1	False								
Q15014	Q92993	MORF4L2	KAT5	528;529	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex	2	False								
Q15014	Q96L91	MORF4L2	EP400	528;529	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex	2	False								
Q15014	Q9H0E9	MORF4L2	BRD8	528;529	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex	2	True	Human Protein Atlas (HPA)				0	0		
Q15014	Q9H2F5	MORF4L2	EPC1	528;529	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex	2	False								
Q15014	Q9HAF1	MORF4L2	MEAF6	528;529	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex	2	False								
Q15014	Q9NPF5	MORF4L2	DMAP1	528;529	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex	2	True	Human Protein Atlas (HPA)				0	0		
Q15014	Q9NV56	MORF4L2	MRGBP	528;529	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex	2	True	Human Protein Atlas (HPA)				0	0		
Q15014	Q9NXR8	MORF4L2	ING3	528;529	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex	2	False								
Q15014	Q9UBU8	MORF4L2	MORF4L1	528;529	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex	2	False								
Q15014	Q9Y230	MORF4L2	RUVBL2	528;529	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex	2	True	Human Protein Atlas (HPA)				0	0		
Q15014	Q9Y265	MORF4L2	RUVBL1	528;529	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex	2	True	Human Protein Atlas (HPA)				0	0		
Q15014	Q9Y4A5	MORF4L2	TRRAP	528;529	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex	2	True	Human Protein Atlas (HPA)				0	0		
Q15018	Q9NWV8	ABRAXAS2	BABAM1	8463	BRISC complex	1	False								
Q15018	Q9NXR7	ABRAXAS2	BABAM2	8463	BRISC complex	1	True	Human Protein Atlas (HPA);PDB	EM		6H3C;6R8F;8PVY;8PY2	0	0		
Q15022	Q15910	SUZ12	EZH2	974;996;7304;7375;9238	EED-EZH2 complex;Polycomb repressive complex 2/3;HIC1-PCL3L-PCR2 complex;BRD7-EZH2-SUZ12 complex;PARP3-EZH2-HDAC1-SUZ12-YY1 complex	5	True	BioGRID;Human Protein Atlas (HPA);PDB	EM;X-ray;Reconstituted Complex	21123648	5HYN;5IJ7;5IJ8;5LS6;6C23;6C24;6WKR;7AT8;8EQV;8FYH;8T9G;8TAS;8TB9;8VMI;8VML;8VNV;8VNZ;9C8U;9DCH	3	0	PF09733(Polycomb protein, VEFS-Box)--PF18118(Polycomb repressive complex 2 subunit EZH1/EZH2, tri-helical domain)[pdb=2] | PF09733(Polycomb protein, VEFS-Box)--PF18264(Pre-SET CXC domain)[pdb=30] | PF09733(Polycomb protein, VEFS-Box)--PF21358(EZH1/2, MCSS domain)[pdb=32]	
Q15022	Q16576	SUZ12	RBBP7	996	Polycomb repressive complex 2/3	1	True	Human Protein Atlas (HPA)				2	0	PF09733(Polycomb protein, VEFS-Box)--PF00400(WD40 repeat)[pdb=54] | PF09733(Polycomb protein, VEFS-Box)--PF12265(Histone-binding protein RBBP4-like, N-terminal)[pdb=8]	
Q15022	Q5T6S3	SUZ12	PHF19	7304	HIC1-PCL3L-PCR2 complex	1	True	Human Protein Atlas (HPA);PDB	X-ray		6NQ3	0	0		
Q15022	Q6ZN18	SUZ12	AEBP2	974	EED-EZH2 complex	1	True	BioGRID;Human Protein Atlas (HPA);PDB	EM;X-ray;Reconstituted Complex	15225548	5WAI;6C23;6C24;6WKR;7KSO;8EQV;8FYH;8T9G;8TAS;8TB9;8VMI;8VML;8VNV;8VNZ;9C8U;9DCH	0	0		
Q15022	Q9NPI1	SUZ12	BRD7	7373;7375	BRD7-SWI–SNF-SUZ12 complex;BRD7-EZH2-SUZ12 complex	2	False								
Q15022	Q9NVM4	SUZ12	PRMT7	7373	BRD7-SWI–SNF-SUZ12 complex	1	False								
Q15022	Q9Y6F1	SUZ12	PARP3	9238	PARP3-EZH2-HDAC1-SUZ12-YY1 complex	1	False								
Q15047	Q6VMQ6	SETDB1	ATF7IP	2238;2749	MBD1-MCAF1-SETDB1 complex;SETDB1-containing HMTase complex	2	True	BioGRID;CORUM	Reconstituted Complex;anti bait coimmunoprecipitation;ion exchange chromatography;molecular sieving	14536086;15691849		0	0		
Q15047	Q96GC6	SETDB1	ZNF274	8513	ATRX-SETDB1-TRIM28-ZNF274 complex	1	False								
Q15047	Q9HCX3	SETDB1		6345	ZNF304-corepressor complex	1	False								
Q15047	Q9UBC3	SETDB1	DNMT3B	6423	DNMT3B-SETDB1 complex	1	True	CORUM	coimmunoprecipitation	16682412		0	0		
Q15047	Q9UIS9	SETDB1	MBD1	2233;2238	Replication-coupled CAF-1-MBD1-ETDB1 complex;MBD1-MCAF1-SETDB1 complex	2	True	Human Protein Atlas (HPA)				0	0		
Q15047	Q9Y6K1	SETDB1	DNMT3A	6422	DNMT3A-SETDB1 complex	1	True	CORUM;IntAct	coimmunoprecipitation;gst pull down;pull down	16682412		0	0		
Q15291	Q16531	RBBP5	DDB1	6491	CUL4A-DDB1-RBBP5 complex	1	False								
Q15291	Q16594	RBBP5	TAF9	1401	MOF complex	1	False								
Q15291	Q6UXN9	RBBP5	WDR82	2730;2731;6469	Set1B complex;Set1A complex;Set1A complex	3	False								
Q15291	Q6ZW49	RBBP5	PAXIP1	5195;6340;6461;6467	PTIP-HMT complex;PITX2-MLL4-ASH2L-RBBP5-PTIP complex;MLL3 complex;MLL4 complex	4	True	Human Protein Atlas (HPA)				0	0		
Q15291	Q8NEZ4	RBBP5	KMT2C	5195;6461	PTIP-HMT complex;MLL3 complex	2	True	BioGRID;Human Protein Atlas (HPA);PDB	EM;X-ray;Reconstituted Complex	26324722;27563068	5F6K;6KIW;7W6L	1	0	PF00400(WD40 repeat)--PF00856(SET domain)[pdb=14]	
Q15291	Q99496	RBBP5	RNF2	1401	MOF complex	1	False								
Q15291	Q99697	RBBP5	PITX2	6340	PITX2-MLL4-ASH2L-RBBP5-PTIP complex	1	False								
Q15291	Q9BTK6	RBBP5	PAGR1	5195;6461;6467	PTIP-HMT complex;MLL3 complex;MLL4 complex	3	False								
Q15291	Q9C005	RBBP5	DPY30	5195;6460;6461;6462;6467;6469;6849;6851	PTIP-HMT complex;MLL2 complex;MLL3 complex;MLL1 complex;MLL4 complex;Set1A complex; ASH2L-DPY30-RBBP5-WDR5 complex;ASH2L-DPY30-KMT2A-RBBP5-WDR5 complex	8	False								
Q15291	Q9H4Z2	RBBP5	ZNF335	6845	ASH2L-RBBP5-WDR5-ZNF335 complex	1	False								
Q15291	Q9H7Z6	RBBP5	KAT8	1401	MOF complex	1	False								
Q15291	Q9P0U4	RBBP5	CXXC1	2730;2731;6469	Set1B complex;Set1A complex;Set1A complex	3	True	Human Protein Atlas (HPA)				0	0		
